scale,instance_idx,seed,method,satellites,tasks,hv,igd,igd_norm,coverage,seconds,points,nd_points,avg_scheduled,reference_hv
s3_n100,0,20260701,KDPCS,3,100,0.3178484209679881,0.0,0.0,0.0,0.1679997444152832,50,8,25.82,0.3178484209679881
s3_n150,0,20260701,KDPCS,3,150,0.2190004356461679,0.0,0.0,0.0,0.11648988723754883,50,10,23.68,0.2190004356461679
s3_n200,0,20260701,KDPCS,3,200,0.1939875764869337,0.0,0.0,0.0,0.1300032138824463,50,12,24.12,0.1939875764869337
s5_n100,0,20260701,KDPCS,5,100,0.455083440368167,0.0,0.0,0.0,0.16499781608581543,50,13,34.92,0.455083440368167
s5_n150,0,20260701,KDPCS,5,150,0.3249005819298534,0.0,0.0,0.0,0.19700074195861816,50,11,36.36,0.3249005819298534
s5_n200,0,20260701,KDPCS,5,200,0.2537010510108787,0.0,0.0,0.0,0.20721197128295898,50,13,35.84,0.2537010510108787
s8_n200,0,20260701,KDPCS,8,200,0.3886052657644915,0.0,0.0,0.0,0.39299988746643066,50,17,60.24,0.3886052657644915
s8_n300,0,20260701,KDPCS,8,300,0.2912533558685001,0.0,0.0,0.0,0.5183670520782471,50,15,63.86,0.2912533558685001
s8_n400,0,20260701,KDPCS,8,400,0.2235546431450999,0.0,0.0,0.0,0.740480899810791,50,16,65.82,0.2235546431450999
s10_n200,0,20260701,KDPCS,10,200,0.4515077560932612,0.0,0.0,0.0,0.5329709053039551,50,17,72.84,0.4515077560932612
s10_n300,0,20260701,KDPCS,10,300,0.3398336440203726,0.0,0.0,0.0,0.7949774265289307,50,13,78.14,0.3398336440203726
s10_n400,0,20260701,KDPCS,10,400,0.25242092112246833,0.0,0.0,0.0,0.8125061988830566,50,14,69.28,0.25242092112246833
s15_n400,0,20260701,KDPCS,15,400,0.362007353702787,0.0,0.0,0.0,1.6601285934448242,50,19,107.46,0.362007353702787
s15_n600,0,20260701,KDPCS,15,600,0.27794830422973804,0.0,0.0,0.0,2.33343768119812,50,21,115.7,0.27794830422973804
s15_n800,0,20260701,KDPCS,15,800,0.2140458660934919,0.0,0.0,0.0,2.8470492362976074,50,22,114.12,0.2140458660934919
s20_n400,0,20260701,KDPCS,20,400,0.44311920210466765,0.0,0.0,0.0,2.48580002784729,50,21,134.48,0.44311920210466765
s20_n600,0,20260701,KDPCS,20,600,0.2714397367935634,0.0,0.0,0.0,2.889686346054077,50,21,117.3,0.2714397367935634
s20_n800,0,20260701,KDPCS,20,800,0.23619231681018096,0.0,0.0,0.0,4.016490697860718,50,23,131.32,0.23619231681018096
s3_n100,1,20260701,KDPCS,3,100,0.32116983520290665,0.0,0.0,0.0,0.11541461944580078,50,8,25.96,0.32116983520290665
s3_n150,1,20260701,KDPCS,3,150,0.20879032597745678,0.0,0.0,0.0,0.11299991607666016,50,11,23.46,0.20879032597745678
s3_n200,1,20260701,KDPCS,3,200,0.1923447980979498,0.0,0.0,0.0,0.1420001983642578,50,8,27.4,0.19234479809794974
s5_n100,1,20260701,KDPCS,5,100,0.5468459564973107,0.0,0.0,0.0,0.18991518020629883,50,12,41.0,0.5468459564973107
s5_n150,1,20260701,KDPCS,5,150,0.35730620954532966,0.0,0.0,0.0,0.20300006866455078,50,13,39.66,0.35730620954532966
s5_n200,1,20260701,KDPCS,5,200,0.25439955344341647,0.0,0.0,0.0,0.22500014305114746,50,11,40.36,0.25439955344341647
s8_n200,1,20260701,KDPCS,8,200,0.42935856900409797,0.0,0.0,0.0,0.40600013732910156,50,16,60.98,0.42935856900409797
s8_n300,1,20260701,KDPCS,8,300,0.29724506321400324,0.0,0.0,0.0,0.5095679759979248,50,17,63.36,0.29724506321400324
s8_n400,1,20260701,KDPCS,8,400,0.2233689718329313,0.0,0.0,0.0,0.6600399017333984,50,15,61.14,0.2233689718329313
s10_n200,1,20260701,KDPCS,10,200,0.48696938721021554,0.0,0.0,0.0,0.5343620777130127,50,20,73.24,0.48696938721021554
s10_n300,1,20260701,KDPCS,10,300,0.34088404325442356,0.0,0.0,0.0,0.7190468311309814,50,16,72.2,0.34088404325442356
s10_n400,1,20260701,KDPCS,10,400,0.2610258590690089,0.0,0.0,0.0,0.9045841693878174,50,21,71.98,0.2610258590690089
s15_n400,1,20260701,KDPCS,15,400,0.35834345664007583,0.0,0.0,0.0,1.748610258102417,50,19,110.22,0.3583434566400758
s15_n600,1,20260701,KDPCS,15,600,0.2681359935042015,0.0,0.0,0.0,2.244236707687378,50,28,113.56,0.2681359935042015
s15_n800,1,20260701,KDPCS,15,800,0.21211196199943225,0.0,0.0,0.0,2.8511693477630615,50,21,117.08,0.21211196199943225
s20_n400,1,20260701,KDPCS,20,400,0.41004200169720334,0.0,0.0,0.0,2.287285566329956,50,24,124.7,0.41004200169720334
s20_n600,1,20260701,KDPCS,20,600,0.3464863333781156,0.0,0.0,0.0,3.721259832382202,50,19,151.8,0.3464863333781156
s20_n800,1,20260701,KDPCS,20,800,0.22245770180447721,0.0,0.0,0.0,3.7397823333740234,50,24,121.52,0.22245770180447721
s3_n100,2,20260701,KDPCS,3,100,0.29328978749835527,0.0,0.0,0.0,0.10600018501281738,50,7,23.34,0.29328978749835527
s3_n150,2,20260701,KDPCS,3,150,0.2232471617132172,0.0,0.0,0.0,0.12263011932373047,50,11,24.56,0.2232471617132172
s3_n200,2,20260701,KDPCS,3,200,0.17961547838768133,0.0,0.0,0.0,0.15800094604492188,50,9,21.62,0.17961547838768133
s5_n100,2,20260701,KDPCS,5,100,0.45735652015619666,0.0,0.0,0.0,0.15832138061523438,50,9,33.7,0.45735652015619666
s5_n150,2,20260701,KDPCS,5,150,0.34882527800083263,0.0,0.0,0.0,0.207000732421875,50,11,39.3,0.3488252780008327
s5_n200,2,20260701,KDPCS,5,200,0.26656826499046016,0.0,0.0,0.0,0.21452617645263672,50,11,37.12,0.26656826499046016
s8_n200,2,20260701,KDPCS,8,200,0.37486642038377926,0.0,0.0,0.0,0.37488746643066406,50,15,56.14,0.37486642038377926
s8_n300,2,20260701,KDPCS,8,300,0.29304263969661326,0.0,0.0,0.0,0.4901137351989746,50,16,59.42,0.29304263969661326
s8_n400,2,20260701,KDPCS,8,400,0.23297690871580767,0.0,0.0,0.0,0.7520699501037598,50,15,63.7,0.23297690871580765
s10_n200,2,20260701,KDPCS,10,200,0.4615086021978082,0.0,0.0,0.0,0.5425772666931152,50,13,74.28,0.4615086021978082
s10_n300,2,20260701,KDPCS,10,300,0.32961807302372187,0.0,0.0,0.0,0.7461552619934082,50,11,72.54,0.3296180730237218
s10_n400,2,20260701,KDPCS,10,400,0.27282051278217134,0.0,0.0,0.0,0.844048023223877,50,13,73.86,0.27282051278217134
s15_n400,2,20260701,KDPCS,15,400,0.37376906793410997,0.0,0.0,0.0,1.682063341140747,50,19,109.6,0.37376906793410997
s15_n600,2,20260701,KDPCS,15,600,0.27248560095324975,0.0,0.0,0.0,2.189249038696289,50,17,111.26,0.27248560095324975
s15_n800,2,20260701,KDPCS,15,800,0.21731494483310307,0.0,0.0,0.0,2.888275146484375,50,21,116.52,0.21731494483310307
s20_n400,2,20260701,KDPCS,20,400,0.41279836351900934,0.0,0.0,0.0,2.2306103706359863,50,23,123.08,0.41279836351900934
s20_n600,2,20260701,KDPCS,20,600,0.31478107269221917,0.0,0.0,0.0,3.0956051349639893,50,19,125.5,0.31478107269221917
s20_n800,2,20260701,KDPCS,20,800,0.22681343147078648,0.0,0.0,0.0,3.6884403228759766,50,18,121.22,0.22681343147078645
s3_n100,3,20260701,KDPCS,3,100,0.28270903237869904,0.0,0.0,0.0,0.10403633117675781,50,7,21.28,0.28270903237869904
s3_n150,3,20260701,KDPCS,3,150,0.21364433355972764,0.0,0.0,0.0,0.1080007553100586,50,9,20.7,0.21364433355972764
s3_n200,3,20260701,KDPCS,3,200,0.1753371100547636,0.0,0.0,0.0,0.1250004768371582,50,12,23.1,0.1753371100547636
s5_n100,3,20260701,KDPCS,5,100,0.4607328583957393,0.0,0.0,0.0,0.16700100898742676,50,12,34.22,0.46073285839573924
s5_n150,3,20260701,KDPCS,5,150,0.30113951566226793,0.0,0.0,0.0,0.18700027465820312,50,12,35.06,0.30113951566226793
s5_n200,3,20260701,KDPCS,5,200,0.2689517792295043,0.0,0.0,0.0,0.2326641082763672,50,11,40.54,0.2689517792295043
s8_n200,3,20260701,KDPCS,8,200,0.3901652889031024,0.0,0.0,0.0,0.39756274223327637,50,15,60.1,0.3901652889031024
s8_n300,3,20260701,KDPCS,8,300,0.29240646976040396,0.0,0.0,0.0,0.5083272457122803,50,14,62.38,0.29240646976040396
s8_n400,3,20260701,KDPCS,8,400,0.2215357082788773,0.0,0.0,0.0,0.6305632591247559,50,17,60.96,0.2215357082788773
s10_n200,3,20260701,KDPCS,10,200,0.47422215676871937,0.0,0.0,0.0,0.5241332054138184,50,17,72.72,0.47422215676871937
s10_n300,3,20260701,KDPCS,10,300,0.33234024798136474,0.0,0.0,0.0,0.7375502586364746,50,20,74.0,0.33234024798136474
s10_n400,3,20260701,KDPCS,10,400,0.2723682045428424,0.0,0.0,0.0,0.8695859909057617,50,18,73.24,0.2723682045428424
s15_n400,3,20260701,KDPCS,15,400,0.34591139001114674,0.0,0.0,0.0,1.5792160034179688,50,23,107.18,0.34591139001114674
s15_n600,3,20260701,KDPCS,15,600,0.2761751299152076,0.0,0.0,0.0,2.278468608856201,50,18,114.04,0.27617512991520754
s15_n800,3,20260701,KDPCS,15,800,0.2080665140741159,0.0,0.0,0.0,2.777421712875366,50,26,112.6,0.2080665140741159
s20_n400,3,20260701,KDPCS,20,400,0.4011089991784521,0.0,0.0,0.0,2.1810684204101562,50,25,121.62,0.4011089991784521
s20_n600,3,20260701,KDPCS,20,600,0.32730076980818146,0.0,0.0,0.0,3.4676308631896973,50,23,142.94,0.32730076980818146
s20_n800,3,20260701,KDPCS,20,800,0.25299903010664854,0.0,0.0,0.0,4.129024267196655,50,18,136.32,0.25299903010664854
s3_n100,4,20260701,KDPCS,3,100,0.32955472361689736,0.0,0.0,0.0,0.11100077629089355,50,6,24.42,0.32955472361689736
s3_n150,4,20260701,KDPCS,3,150,0.24004299030106294,0.0,0.0,0.0,0.11499953269958496,50,9,23.24,0.2400429903010629
s3_n200,4,20260701,KDPCS,3,200,0.19469295487609567,0.0,0.0,0.0,0.13286423683166504,50,14,24.68,0.19469295487609567
s5_n100,4,20260701,KDPCS,5,100,0.4651808965389923,0.0,0.0,0.0,0.1704404354095459,50,8,36.94,0.4651808965389923
s5_n150,4,20260701,KDPCS,5,150,0.33743636500395136,0.0,0.0,0.0,0.1970674991607666,50,10,37.14,0.33743636500395136
s5_n200,4,20260701,KDPCS,5,200,0.268954567325463,0.0,0.0,0.0,0.22899985313415527,50,9,40.34,0.268954567325463
s8_n200,4,20260701,KDPCS,8,200,0.38227738614048407,0.0,0.0,0.0,0.3920588493347168,50,16,58.36,0.382277386140484
s8_n300,4,20260701,KDPCS,8,300,0.31599307662237286,0.0,0.0,0.0,0.5206058025360107,50,15,64.24,0.31599307662237286
s8_n400,4,20260701,KDPCS,8,400,0.2318046424838758,0.0,0.0,0.0,0.705380916595459,50,15,63.96,0.23180464248387578
s10_n200,4,20260701,KDPCS,10,200,0.4482757950810706,0.0,0.0,0.0,0.5012929439544678,50,11,69.3,0.4482757950810706
s10_n300,4,20260701,KDPCS,10,300,0.3416205715649536,0.0,0.0,0.0,0.7277481555938721,50,16,76.92,0.3416205715649536
s10_n400,4,20260701,KDPCS,10,400,0.2610541587884131,0.0,0.0,0.0,0.9089033603668213,50,16,77.04,0.2610541587884131
s15_n400,4,20260701,KDPCS,15,400,0.38173639109055324,0.0,0.0,0.0,1.613966941833496,50,14,110.82,0.38173639109055324
s15_n600,4,20260701,KDPCS,15,600,0.2589901394961607,0.0,0.0,0.0,2.1281967163085938,50,20,108.98,0.2589901394961607
s15_n800,4,20260701,KDPCS,15,800,0.2150651728862326,0.0,0.0,0.0,2.752708673477173,50,15,112.9,0.2150651728862326
s20_n400,4,20260701,KDPCS,20,400,0.4524946359667168,0.0,0.0,0.0,2.576241970062256,50,25,136.26,0.4524946359667168
s20_n600,4,20260701,KDPCS,20,600,0.3208107339741828,0.0,0.0,0.0,3.332834005355835,50,20,137.48,0.3208107339741828
s20_n800,4,20260701,KDPCS,20,800,0.24752707018920458,0.0,0.0,0.0,4.0973896980285645,50,22,134.62,0.24752707018920458
s3_n100,5,20260701,KDPCS,3,100,0.33954300579999974,0.0,0.0,0.0,0.11304235458374023,50,9,24.36,0.33954300579999974
s3_n150,5,20260701,KDPCS,3,150,0.2183213685326566,0.0,0.0,0.0,0.11852169036865234,50,6,23.26,0.2183213685326566
s3_n200,5,20260701,KDPCS,3,200,0.18047927411108844,0.0,0.0,0.0,0.13300156593322754,50,10,24.98,0.1804792741110884
s5_n100,5,20260701,KDPCS,5,100,0.42099148275356035,0.0,0.0,0.0,0.16550135612487793,50,8,35.6,0.42099148275356035
s5_n150,5,20260701,KDPCS,5,150,0.32459045677673565,0.0,0.0,0.0,0.20300006866455078,50,11,38.62,0.32459045677673565
s5_n200,5,20260701,KDPCS,5,200,0.2731963165964928,0.0,0.0,0.0,0.24203848838806152,50,13,42.3,0.2731963165964928
s8_n200,5,20260701,KDPCS,8,200,0.35451776702061977,0.0,0.0,0.0,0.38439369201660156,50,9,58.54,0.35451776702061977
s8_n300,5,20260701,KDPCS,8,300,0.26438119993123976,0.0,0.0,0.0,0.46533203125,50,11,56.34,0.26438119993123976
s8_n400,5,20260701,KDPCS,8,400,0.22479468384312393,0.0,0.0,0.0,0.618584394454956,50,13,59.28,0.2247946838431239
s10_n200,5,20260701,KDPCS,10,200,0.4575864753136661,0.0,0.0,0.0,0.5357213020324707,50,13,74.16,0.4575864753136661
s10_n300,5,20260701,KDPCS,10,300,0.3565999231480305,0.0,0.0,0.0,0.7525324821472168,50,18,76.18,0.3565999231480305
s10_n400,5,20260701,KDPCS,10,400,0.26252871814931855,0.0,0.0,0.0,0.8445515632629395,50,12,73.82,0.26252871814931855
s15_n400,5,20260701,KDPCS,15,400,0.38537608706485865,0.0,0.0,0.0,1.7840266227722168,50,15,113.6,0.38537608706485865
s15_n600,5,20260701,KDPCS,15,600,0.28034349524037955,0.0,0.0,0.0,2.3509609699249268,50,21,117.16,0.2803434952403795
s15_n800,5,20260701,KDPCS,15,800,0.2149126221199891,0.0,0.0,0.0,2.859184980392456,50,20,115.96,0.2149126221199891
s20_n400,5,20260701,KDPCS,20,400,0.34757956596607836,0.0,0.0,0.0,1.8921217918395996,50,15,104.44,0.34757956596607836
s20_n600,5,20260701,KDPCS,20,600,0.3281712679175498,0.0,0.0,0.0,3.424590826034546,50,12,137.24,0.3281712679175498
s20_n800,5,20260701,KDPCS,20,800,0.1899566525369923,0.0,0.0,0.0,3.0503337383270264,50,17,97.78,0.1899566525369923
s3_n100,6,20260701,KDPCS,3,100,0.3180094397504656,0.0,0.0,0.0,0.10900092124938965,50,8,23.1,0.3180094397504656
s3_n150,6,20260701,KDPCS,3,150,0.21579487088358618,0.0,0.0,0.0,0.11406230926513672,50,8,23.16,0.21579487088358618
s3_n200,6,20260701,KDPCS,3,200,0.17385706182264893,0.0,0.0,0.0,0.12400031089782715,50,6,23.54,0.17385706182264896
s5_n100,6,20260701,KDPCS,5,100,0.45101384699104224,0.0,0.0,0.0,0.1670246124267578,50,9,35.98,0.45101384699104224
s5_n150,6,20260701,KDPCS,5,150,0.35704037202643957,0.0,0.0,0.0,0.20999932289123535,50,11,40.36,0.3570403720264395
s5_n200,6,20260701,KDPCS,5,200,0.27064518510030533,0.0,0.0,0.0,0.22600007057189941,50,8,39.4,0.27064518510030533
s8_n200,6,20260701,KDPCS,8,200,0.398117411951441,0.0,0.0,0.0,0.39014720916748047,50,17,57.98,0.398117411951441
s8_n300,6,20260701,KDPCS,8,300,0.2798752847084255,0.0,0.0,0.0,0.5019710063934326,50,18,62.38,0.2798752847084255
s8_n400,6,20260701,KDPCS,8,400,0.23270228942890112,0.0,0.0,0.0,0.6942510604858398,50,14,64.9,0.2327022894289011
s10_n200,6,20260701,KDPCS,10,200,0.4528227762122576,0.0,0.0,0.0,0.5375559329986572,50,13,73.64,0.4528227762122576
s10_n300,6,20260701,KDPCS,10,300,0.3469180327498572,0.0,0.0,0.0,0.7664291858673096,50,19,76.06,0.3469180327498572
s10_n400,6,20260701,KDPCS,10,400,0.2735892653940083,0.0,0.0,0.0,0.9560143947601318,50,17,77.68,0.2735892653940083
s15_n400,6,20260701,KDPCS,15,400,0.3795553836322306,0.0,0.0,0.0,1.7048485279083252,50,19,113.42,0.3795553836322306
s15_n600,6,20260701,KDPCS,15,600,0.27801565940733497,0.0,0.0,0.0,2.4421422481536865,50,25,123.0,0.27801565940733497
s15_n800,6,20260701,KDPCS,15,800,0.22478718203035591,0.0,0.0,0.0,2.923905611038208,50,19,118.54,0.22478718203035591
s20_n400,6,20260701,KDPCS,20,400,0.3838740843503828,0.0,0.0,0.0,2.0796306133270264,50,21,114.26,0.3838740843503828
s20_n600,6,20260701,KDPCS,20,600,0.26841522168775644,0.0,0.0,0.0,2.931654214859009,50,20,117.38,0.26841522168775644
s20_n800,6,20260701,KDPCS,20,800,0.2328361592057888,0.0,0.0,0.0,3.8896470069885254,50,21,127.94,0.2328361592057888
s3_n100,7,20260701,KDPCS,3,100,0.29322311385593325,0.0,0.0,0.0,0.09999918937683105,50,9,22.88,0.29322311385593325
s3_n150,7,20260701,KDPCS,3,150,0.2112253633857153,0.0,0.0,0.0,0.10356640815734863,50,11,20.68,0.2112253633857153
s3_n200,7,20260701,KDPCS,3,200,0.1639502853260968,0.0,0.0,0.0,0.12899994850158691,50,8,23.94,0.1639502853260968
s5_n100,7,20260701,KDPCS,5,100,0.4487261962982939,0.0,0.0,0.0,0.16402530670166016,50,7,34.62,0.4487261962982939
s5_n150,7,20260701,KDPCS,5,150,0.31906056854280834,0.0,0.0,0.0,0.19361329078674316,50,7,37.52,0.31906056854280834
s5_n200,7,20260701,KDPCS,5,200,0.24858294178399357,0.0,0.0,0.0,0.2090001106262207,50,8,36.42,0.24858294178399357
s8_n200,7,20260701,KDPCS,8,200,0.3897520388672104,0.0,0.0,0.0,0.3750007152557373,50,15,55.3,0.3897520388672104
s8_n300,7,20260701,KDPCS,8,300,0.2738905291582182,0.0,0.0,0.0,0.4795351028442383,50,18,59.48,0.2738905291582182
s8_n400,7,20260701,KDPCS,8,400,0.21684801977652524,0.0,0.0,0.0,0.6969993114471436,50,15,60.98,0.21684801977652524
s10_n200,7,20260701,KDPCS,10,200,0.47742954605148924,0.0,0.0,0.0,0.5383956432342529,50,19,72.6,0.47742954605148924
s10_n300,7,20260701,KDPCS,10,300,0.33232863485422215,0.0,0.0,0.0,0.7052793502807617,50,15,73.06,0.33232863485422215
s10_n400,7,20260701,KDPCS,10,400,0.26757487983428196,0.0,0.0,0.0,0.9461219310760498,50,17,75.16,0.26757487983428196
s15_n400,7,20260701,KDPCS,15,400,0.39252458838838844,0.0,0.0,0.0,1.7218537330627441,50,23,113.42,0.3925245883883884
s15_n600,7,20260701,KDPCS,15,600,0.2720862027718095,0.0,0.0,0.0,2.320495128631592,50,19,117.22,0.2720862027718095
s15_n800,7,20260701,KDPCS,15,800,0.22009685081420738,0.0,0.0,0.0,2.9722821712493896,50,27,119.08,0.22009685081420738
s20_n400,7,20260701,KDPCS,20,400,0.4087285062498374,0.0,0.0,0.0,2.3063364028930664,50,27,124.1,0.4087285062498374
s20_n600,7,20260701,KDPCS,20,600,0.3097975365258447,0.0,0.0,0.0,3.377836227416992,50,30,138.68,0.3097975365258447
s20_n800,7,20260701,KDPCS,20,800,0.22627878033073737,0.0,0.0,0.0,3.8004515171051025,50,27,122.04,0.22627878033073734
s3_n100,8,20260701,KDPCS,3,100,0.31516813696244694,0.0,0.0,0.0,0.11003255844116211,50,8,23.9,0.31516813696244694
s3_n150,8,20260701,KDPCS,3,150,0.19507425991218566,0.0,0.0,0.0,0.11208128929138184,50,7,22.14,0.19507425991218566
s3_n200,8,20260701,KDPCS,3,200,0.19312441125576726,0.0,0.0,0.0,0.13500142097473145,50,9,25.44,0.19312441125576726
s5_n100,8,20260701,KDPCS,5,100,0.42118275740331473,0.0,0.0,0.0,0.16500043869018555,50,12,35.12,0.42118275740331473
s5_n150,8,20260701,KDPCS,5,150,0.31299974253041396,0.0,0.0,0.0,0.19100117683410645,50,10,35.48,0.31299974253041396
s5_n200,8,20260701,KDPCS,5,200,0.2620182838341589,0.0,0.0,0.0,0.22344374656677246,50,11,38.38,0.2620182838341589
s8_n200,8,20260701,KDPCS,8,200,0.4108379395630167,0.0,0.0,0.0,0.4000663757324219,50,13,60.78,0.4108379395630167
s8_n300,8,20260701,KDPCS,8,300,0.29152411449245325,0.0,0.0,0.0,0.5001802444458008,50,13,63.66,0.29152411449245313
s8_n400,8,20260701,KDPCS,8,400,0.2168924002634384,0.0,0.0,0.0,0.6600494384765625,50,17,63.22,0.2168924002634384
s10_n200,8,20260701,KDPCS,10,200,0.4812197762285053,0.0,0.0,0.0,0.5396499633789062,50,16,75.18,0.4812197762285053
s10_n300,8,20260701,KDPCS,10,300,0.36668971179608245,0.0,0.0,0.0,0.8138492107391357,50,17,79.64,0.36668971179608245
s10_n400,8,20260701,KDPCS,10,400,0.27441080003765494,0.0,0.0,0.0,0.9610557556152344,50,18,81.7,0.27441080003765494
s15_n400,8,20260701,KDPCS,15,400,0.37585408965152,0.0,0.0,0.0,1.7254786491394043,50,23,113.28,0.37585408965152
s15_n600,8,20260701,KDPCS,15,600,0.27875590114745863,0.0,0.0,0.0,2.33569598197937,50,19,119.24,0.27875590114745863
s15_n800,8,20260701,KDPCS,15,800,0.2251106019199068,0.0,0.0,0.0,2.976473569869995,50,25,121.1,0.2251106019199068
s20_n400,8,20260701,KDPCS,20,400,0.43895587681296333,0.0,0.0,0.0,2.543233871459961,50,19,134.3,0.43895587681296333
s20_n600,8,20260701,KDPCS,20,600,0.30629332484267013,0.0,0.0,0.0,3.1827571392059326,50,19,131.72,0.30629332484267013
s20_n800,8,20260701,KDPCS,20,800,0.24220079291175833,0.0,0.0,0.0,4.178309202194214,50,21,137.26,0.24220079291175833
s3_n100,9,20260701,KDPCS,3,100,0.29304192718939015,0.0,0.0,0.0,0.09344649314880371,50,8,20.1,0.29304192718939015
s3_n150,9,20260701,KDPCS,3,150,0.2336767296567686,0.0,0.0,0.0,0.11400151252746582,50,7,23.3,0.2336767296567686
s3_n200,9,20260701,KDPCS,3,200,0.1612755969721245,0.0,0.0,0.0,0.1230010986328125,50,10,22.66,0.1612755969721245
s5_n100,9,20260701,KDPCS,5,100,0.4276530599415832,0.0,0.0,0.0,0.15902256965637207,50,7,33.56,0.42765305994158315
s5_n150,9,20260701,KDPCS,5,150,0.331300698429801,0.0,0.0,0.0,0.182999849319458,50,9,33.86,0.331300698429801
s5_n200,9,20260701,KDPCS,5,200,0.2380455719932229,0.0,0.0,0.0,0.19357037544250488,50,10,32.92,0.2380455719932229
s8_n200,9,20260701,KDPCS,8,200,0.41209570815511515,0.0,0.0,0.0,0.38654279708862305,50,15,57.66,0.41209570815511515
s8_n300,9,20260701,KDPCS,8,300,0.29917054346696126,0.0,0.0,0.0,0.5066142082214355,50,14,61.72,0.29917054346696126
s8_n400,9,20260701,KDPCS,8,400,0.2369190857104504,0.0,0.0,0.0,0.6436083316802979,50,17,61.72,0.2369190857104504
s10_n200,9,20260701,KDPCS,10,200,0.45584766437719515,0.0,0.0,0.0,0.5052037239074707,50,14,69.88,0.45584766437719515
s10_n300,9,20260701,KDPCS,10,300,0.3541665353508567,0.0,0.0,0.0,0.7530298233032227,50,15,76.24,0.3541665353508567
s10_n400,9,20260701,KDPCS,10,400,0.26259018985471694,0.0,0.0,0.0,0.9141862392425537,50,14,75.8,0.26259018985471694
s15_n400,9,20260701,KDPCS,15,400,0.3648502430063604,0.0,0.0,0.0,1.594104528427124,50,14,104.58,0.3648502430063604
s15_n600,9,20260701,KDPCS,15,600,0.2651816869307441,0.0,0.0,0.0,2.2095656394958496,50,22,112.52,0.2651816869307441
s15_n800,9,20260701,KDPCS,15,800,0.21174460382188814,0.0,0.0,0.0,2.757185220718384,50,22,110.76,0.21174460382188814
s20_n400,9,20260701,KDPCS,20,400,0.43416040489843255,0.0,0.0,0.0,2.271103858947754,50,20,123.26,0.43416040489843255
s20_n600,9,20260701,KDPCS,20,600,0.2408515474019956,0.0,0.0,0.0,2.595785140991211,50,20,100.88,0.2408515474019956
s20_n800,9,20260701,KDPCS,20,800,0.24976513442343823,0.0,0.0,0.0,3.9992384910583496,50,18,131.1,0.24976513442343823
